Sample.ID	accession_number	sampling_date	Year	Month	Day	experimental_purpose	latitude_north	longitude_east	site	origin	soil_groups	land_use	soil_texture	pH_dry_soil	EC_electric_conductivity	Total_C	Total_N	soil_biomass	available_P	nitrogen_mineralization_rates	soil_respiration_activity	soil_moisture_content	cation_exchange_capacity_CEC	crop	planting_density	rate_of_organic_fertilizer_application	rate_of_chemical_fertilizer_applicationN	rate_of_chemical_fertilizer_applicationP	rate_of_chemical_fertilizer_applicationK	former_crop	seeding_or_transplanting	seeding_or_transplanting_date	DSI	DiseasePlant	nematodae	yield	PlantWeight	leafWeight	seedWeight
S_0664	000727-1.1*	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Andosols	upland	L	5.8	NA	3.77	0.33	331.1	555	NA	NA	34	NA	Sweet_corn	5	5.4	6	NA	NA	Spinach	seeding	2008/4/15	NA	NA	NA	NA	NA	NA	NA
S_0663	000727-1.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.3	1.671	0.115	246	439.91	NA	NA	11.54	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27	NA	NA
S_0662	000727-2.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.3	1.671	0.115	246	439.91	NA	NA	11.54	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27	NA	NA
S_0661	000727-2.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.9	0.08	1.759	0.109	364.3	519.04	NA	NA	13.23	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	22.9	NA	NA
S_0660	000727-3.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.9	0.08	1.759	0.109	364.3	519.04	NA	NA	13.23	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	22.9	NA	NA
S_0659	000727-3.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.6	0.2	1.831	0.12	381.8	543.46	NA	NA	11.2	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	28.4	NA	NA
S_0658	000733-1.1*	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.6	0.2	1.831	0.12	381.8	543.46	NA	NA	11.2	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	28.4	NA	NA
S_0657	000733-1.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.349	1.7	0.114	237.6	776.6	NA	NA	12.77	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	32	NA	NA
S_0672	000733-2.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.349	1.7	0.114	237.6	776.6	NA	NA	12.77	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	32	NA	NA
S_0671	000733-2.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.5	0.197	1.877	0.113	255	786.02	NA	NA	13.48122867	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	31.9	NA	NA
S_0670	000733-3.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.5	0.197	1.877	0.113	255	786.02	NA	NA	13.5	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	31.9	NA	NA
S_0669	000733-3.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.2	0.27	1.761	0.114	224.6	733.02	NA	NA	11.9	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27.7	NA	NA
S_0668	000739-1.1*	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.2	0.27	1.761	0.114	224.6	733.02	NA	NA	11.9	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27.7	NA	NA
S_0667	000739-1.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	1.4	1.78	0.12	354.1	1839	NA	NA	13.4	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	26.3	NA	NA
S_0666	000739-2.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	1.4	1.7849925	0.1248515	354.1	1839.002154	NA	NA	13.42943854	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	26.3	NA	NA
S_0665	000739-2.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	0.7	1.619605	0.1105125	320.9	1656.06281	NA	NA	12.70718232	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	24	NA	NA
S_0680	000739-3.1_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	0.7	1.619605	0.1105125	320.9	1656.06281	NA	NA	12.70718232	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	24	NA	NA
S_0679	000739-3.2_	2008/5/14	2008	May	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.7	0.9	2.0292195	0.128673	377.2	1722.654778	NA	NA	13.41463415	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	21.4	NA	NA
S_0678	000745-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.7	0.9	2.0292195	0.128673	377.2	1722.654778	NA	NA	13.41463415	NA	Spinach	NA	NA	40	200	150	Soybean	transplanting	2007/11/8	NA	NA	NA	NA	21.4	NA	NA
S_0677	000746-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7.3	0.117	2.961	0.288	391.24	1130.17	NA	NA	23.77	NA	Onion	NA	4.98	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.735	NA	NA	NA
S_0676	000747-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7.3	0.081	1.692	0.168	242.15	633.26	NA	NA	17.55	NA	Onion	NA	1.66	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.282	NA	NA	NA
S_0675	000748-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7	0.05	1.038	0.12	168.79	488.71	NA	NA	15.04	NA	Onion	NA	0.83	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.262	NA	NA	NA
S_0674	000749-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.52	0.12	3.125	0.347	269.76	3721.15	NA	NA	22.48	NA	Onion	NA	2.34	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.614	NA	NA	NA
S_0673	000750-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.72	0.069	1.032	0.125	137.63	1737.52	NA	NA	16.3	NA	Onion	NA	0.78	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.348	NA	NA	NA
S_0688	000751-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.63	0.049	1.3	0.153	98.45	1073.25	NA	NA	13.84	NA	Onion	NA	0.39	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.239	NA	NA	NA
S_0687	000752-0.1*	2008/6/9	2008	Jun	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	4.95	0.052	0.603	0.08	471.35	434.26	NA	NA	14.69	NA	Onion	NA	NA	18	18	18	Soybean	transplanting	2007/11/8	NA	NA	NA	0.331	NA	NA	NA
S_0686	000753-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.99	0.031	0.863	0.11	73.08	358.84	NA	NA	17.05	NA	Onion	NA	NA	18	18	18	Onion	transplanting	2008/6/27	NA	NA	NA	0.217	NA	NA	NA
S_0685	000754-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.25	0.314	3.01	0.308	201.49	1248.82	NA	NA	21.27	NA	Soybean	NA	6.41	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	38.01	NA	NA	NA
S_0684	000755-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.3	0.117	1.439	0.159	127.3	692.34	NA	NA	15.79	NA	Soybean	NA	2.14	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	29.01	NA	NA	NA
S_0683	000756-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.2	0.074	1.04	0.122	140.94	587.97	NA	NA	13.73	NA	Soybean	NA	1.06	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	45.72	NA	NA	NA
S_0682	000757-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.65	0.297	2.843	0.332	292.9	3208.66	NA	NA	18.65	NA	Soybean	NA	2.79	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	35.79	NA	NA	NA
S_0681	000758-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.75	0.112	1.295	0.159	214.39	1529.17	NA	NA	15.84	NA	Soybean	NA	0.93	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	4.21	NA	NA	NA
S_0696	000759-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.7	0.076	0.927	0.118	168.74	940.7	NA	NA	13.27	NA	Soybean	NA	0.46	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	53.22	NA	NA	NA
S_0695	000760-0.1*	2008/8/25	2008	Aug	8	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	4.25	0.205	0.598	0.095	77.3	447.25	NA	NA	12.38	NA	Soybean	NA	NA	18	18	18	Onion	transplanting	2008/6/27	NA	NA	NA	31.55	NA	NA	NA
S_0694	000781-a_	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	5.4	0.17	7.6	0.69	322.5	360.5	NA	NA	34.1	NA	Cabbage	5.94	NA	12	6.4	9.6	Cabbage	transplanting	2008/4/21	NA	NA	NA	6000	NA	NA	NA
S_0693	000781-b*	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0692	000781-c_	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0691	000784-a*	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0690	000784-b_	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.2	0.07	3.57	0.35	152.3	26.3	NA	NA	38.6	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0689	000786-a*	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.2	0.07	3.57	0.35	152.3	26.3	NA	NA	38.6	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0704	000786-b_	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.13	4.88	0.52	310.4	193.7	NA	NA	40.5	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0703	000786-c_	2008/4/21	2008	Apr	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.13	4.88	0.52	310.4	193.7	NA	NA	40.5	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0702	000789-a_	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.1	4.88	0.52	310.4	193.7	NA	NA	40.5	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0701	000789-b*	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.8	0.15	4.48	0.46	161.5	125.6	NA	NA	36.7	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	8963	NA	NA	NA
S_0700	000789-c_	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.8	0.15	4.48	0.46	161.5	125.6	NA	NA	36.7	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	8963	NA	NA	NA
S_0699	000792-a*	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.8	0.15	4.48	0.46	161.5	125.6	NA	NA	36.7	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	8963	NA	NA	NA
S_0698	000792-b_	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.1	3.45	0.37	112.8	26.2	NA	NA	36.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	122	NA	NA	NA
S_0697	000794-a*	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.06	3.45	0.37	112.8	26.2	NA	NA	36.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	122	NA	NA	NA
S_0712	000794-b_	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.1	4.98	0.52	229.5	255.7	NA	NA	36.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	8131	NA	NA	NA
S_0711	000794-c_	2008/7/7	2008	Jul	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.1	4.98	0.52	229.5	255.7	NA	NA	36.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	8131	NA	NA	NA
S_0710	000797-a_	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.3	0.1	4.98	0.52	229.5	255.7	NA	NA	36.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	8131	NA	NA	NA
S_0709	000797-b*	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.6	0.22	4.36	0.46	182.5	107.4	NA	NA	33.6	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0708	000797-c_	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.6	0.22	4.36	0.46	182.5	107.4	NA	NA	33.6	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0707	000800-a*	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.6	0.22	4.36	0.46	182.5	107.4	NA	NA	33.6	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0706	000800-b_	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.9	0.1	3.49	0.35	130.6	20.8	NA	NA	33.3	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0705	000802-a*	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.9	0.1	3.49	0.35	130.6	20.8	NA	NA	33.3	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0720	000802-b_	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.9	0.27	4.89	0.53	220.5	181.3	NA	NA	34.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0719	000802-c_	2008/8/11	2008	Aug	8	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	6.9	0.27	4.89	0.53	220.5	181.3	NA	NA	34.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_0718	000805-b*	2008/2/14	2008	Feb	8	Effect_of_application_of_fulsulfamide_on_the_soil_micororganism_in_cabbage_field	34.37.52	136.29.25	Matsuzaka	non-rhizosphere	Andosols	upland	NA	6.9	0.27	4.89	0.53	220.5	181.3	NA	NA	34.2	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/2/19	NA	NA	NA	NA	NA	NA	NA
S_0717	000807-b*	2008/2/14	2008	Feb	8	Effect_of_application_of_fulsulfamide_on_the_soil_micororganism_in_cabbage_field	34.37.52	136.29.25	Matsuzaka	non-rhizosphere	Andosols	upland	NA	6.2	0.14	0.25	3.13	NA	2137.1	NA	NA	21.3	NA	Cabbage	5.49	NA	42	28	18	Cabbage	transplanting	2008/2/19	NA	NA	NA	NA	NA	NA	NA
S_0716	000809-b*	2008/2/14	2008	Feb	8	Effect_of_application_of_fulsulfamide_on_the_soil_micororganism_in_cabbage_field	34.37.52	136.29.25	Matsuzaka	non-rhizosphere	Andosols	upland	NA	7	0.24	0.28	3.51	NA	2024.8	NA	NA	22.1	NA	Cabbage	5.49	NA	42	28	18	Cabbage	transplanting	2008/2/19	NA	NA	NA	NA	NA	NA	NA
