"","ID","level","Zvalue","Pvalue","FDR","module","score","Nfixation","plant_pathogen","arbuscular_mycorrhizal","z.degree","moduleConect","Kingdom","Phylum","Class","Order","Family","Genus","Species","degree","betweenness","eigen","hubscore","reach2","reach3"
"Bac_00072","Bac_00072","Level 1",5.46040177841028,0,0,1,-2,0,2,0,"0.203638397523957","0","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",6,0.00283263934574084,0.0198711588477039,0.0198711588477037,0.101045296167247,0.24390243902439
"Bac_00073","Bac_00073","Level 1",1.79591698716673,0.331,0.657434482758621,6,-48,0,49,0,"-1.18729630767953","0.444444444444444","Bacteria","Chloroflexi","TK10","Unidentified","Unidentified","Unidentified","Unidentified",3,0.00841673995910283,0.0934655486670807,0.0934655486670801,0.111498257839721,0.386759581881533
"Bac_00074","Bac_00074","Level 1",2.23024617684103,0.098,0.238781725888325,8,-13,0,13,0,"0.0473077161838517","0.32","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unidentified","Unidentified",5,0.0016839435027164,0.0562429227181972,0.0562429227181969,0.0836236933797909,0.271777003484321
"Bac_00075","Bac_00075","Level 1",-0.578965820899645,2.741,1,7,-223,0,225,0,"-0.531366220278829","0.65625","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Unidentified",8,0.0228783656507466,0.0906669572882085,0.0906669572882019,0.229965156794425,0.501742160278746
"Bac_00076","Bac_00076","Level 1",-6.2468036294644,0,0,10,-294,0,305,0,"0.630538289108135","0.680555555555556","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella","Unidentified",12,0.0410261403655241,0.078891643366986,0.0788916433669828,0.174216027874564,0.449477351916376
"Bac_00077","Bac_00077","Level 1",7.97641290896152,0,0,1,-79,0,79,0,"0.552732793279311","0","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Unidentified","Unidentified",7,0.00790825978083523,0.0213597307077718,0.0213597307077715,0.0940766550522648,0.331010452961672
"Bac_00078","Bac_00078","Level 1",5.6252099832244,0,0,2,-9,0,9,0,"-0.742670894844191","0.48","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Unidentified",5,0.00485319065174791,0.0296226953090306,0.0296226953090301,0.0836236933797909,0.285714285714286
"Bac_00079","Bac_00079","Level 1",1.40172523011091,0.776,1,10,0,0,0,0,"-1.05089714851356","0.444444444444444","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","Unidentified",3,0.00203475704697062,0.0192134583351998,0.0192134583351994,0.0766550522648084,0.327526132404181
"Bac_00080","Bac_00080","Level 1",2.84200183761781,0.014,0.0444052863436123,6,0,0,0,0,"-1.18729630767953","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Unidentified",2,0,0.118876975894731,0.118876975894731,0.0696864111498258,0.247386759581882
"Bac_00081","Bac_00081","Level 1",1.32197375005726,0.915,1,8,-8,0,8,0,"0.898846607493181","0.244897959183674","Bacteria","Chloroflexi","AD3","Unidentified","Unidentified","Unidentified","Unidentified",7,0.00326831064998821,0.103989716050222,0.103989716050222,0.0940766550522648,0.327526132404181
"Bac_00082","Bac_00082","Level 1",-1.13413616566079,1.283,1,8,-197,0,199,0,"1.75038549880251","0.556213017751479","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Unidentified",13,0.0250186245382915,0.141464345404059,0.141464345404059,0.153310104529617,0.473867595818815
"Bac_00084","Bac_00084","Level 1",5.01439889942774,0,0,8,-24,0,24,0,"0.0473077161838517","0.59375","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Unidentified","Unidentified","Unidentified",8,0.00876304171678757,0.232178297822013,0.232178297822013,0.177700348432056,0.473867595818815
"Bac_00085","Bac_00085","Level 1",4.70470650669021,0,0,8,-159,0,159,0,"0.473077161838517","0.592592592592593","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora","Unidentified",9,0.015988113008789,0.185556888830423,0.185556888830423,0.202090592334495,0.505226480836237
"Bac_00086","Bac_00086","Level 1",4.08961730053161,0,0,1,-83,0,85,0,"0.203638397523957","0.375","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Unidentified","Unidentified","Unidentified",8,0.00360324352767443,0.0645480879321651,0.0645480879321646,0.125435540069686,0.303135888501742
"Bac_00087","Bac_00087","Level 1",2.17160689764382,0.126,0.295504885993485,1,-218,0,218,0,"-0.843644789742107","0.56","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unidentified",5,0.0106535367298598,0.0403327006121428,0.0403327006121413,0.128919860627178,0.421602787456446
"Bac_00088","Bac_00088","Level 1",3.20174117844945,0.003,0.0109644670050761,2,-23,0,24,0,"-1.04998298926248","0.5","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unidentified",4,0.000228707539496125,0.109941217488997,0.109941217488997,0.101045296167247,0.310104529616725
"Bac_00090","Bac_00090","Level 1",0.0493395327415231,4.782,1,7,0,0,0,0,"-0.0474434125248955","0","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",6,0.0044474966011132,0.0556177338814838,0.0556177338814792,0.125435540069686,0.306620209059233
"Bac_00091","Bac_00091","Level 1",-1.24181572879625,1.043,1,1,0,0,0,0,"-1.19273918549746","0","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unidentified",2,0,0.00620992707415865,0.00620992707415848,0.0487804878048781,0.156794425087108
"Bac_00092","Bac_00092","Level 1",-4.04952572593302,0,0,7,-1,0,1,0,"-0.289404816401862","0","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unidentified",5,0.00116610722798247,0.0797124078829384,0.0797124078829314,0.128919860627178,0.313588850174216
"Bac_00093","Bac_00093","Level 1",2.07419399386053,0.138,0.317444089456869,8,0,0,0,0,"-0.378461729470813","0","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",3,0.000209130874109436,0.0350429233832013,0.0350429233832013,0.0557491289198606,0.212543554006969
"Bac_00094","Bac_00094","Level 1",2.81046774494256,0.015,0.0469565217391304,2,-158,0,161,0,"1.10120167166552","0.375","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02","Unidentified",12,0.0232772458309581,0.198966455562937,0.198966455562933,0.198606271777003,0.442508710801394
"Bac_00095","Bac_00095","Level 1",-5.21819227722289,0,0,7,0,0,0,0,"-0.773327624155795","0","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unidentified",3,0.000213491358869375,0.0382616478656989,0.0382616478656956,0.0975609756097561,0.278745644599303
"Bac_00097","Bac_00097","Level 1",5.76032041090797,0,0,8,-40,0,40,0,"-1.23000062078014","0.666666666666667","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Unidentified","Unidentified","Unidentified",3,0.00168654672816038,0.0713608616084604,0.0713608616084603,0.118466898954704,0.369337979094077
"Bac_00098","Bac_00098","Level 1",0.762726408380367,2.224,1,2,-33,0,34,0,"0.179265388410667","0.375","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes","Unidentified",8,0.00464649318368261,0.21543428541274,0.215434285412738,0.170731707317073,0.411149825783972
"Bac_00099","Bac_00099","Level 1",6.97415092320739,0,0,1,-2,0,2,0,"-0.494550393986752","0.5","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unidentified",6,0.00819700299099557,0.103220973512488,0.103220973512487,0.174216027874564,0.421602787456446
"Bac_00100","Bac_00100","Level 1",4.02227886414506,0,0,11,0,0,0,0,"NaN","0.5","Bacteria","Chloroflexi","KD4-96","Unidentified","Unidentified","Unidentified","Unidentified",2,0.00291611330782904,0.0353278669004659,0.0353278669004654,0.0801393728222996,0.275261324041812
"Bac_00101","Bac_00101","Level 1",2.73330497904696,0.024,0.0708196721311476,2,-11,0,11,0,"-0.128046706007619","0.277777777777778","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","Unidentified",6,0.00429735603760593,0.053239806408477,0.053239806408476,0.101045296167247,0.358885017421603
"Bac_00103","Bac_00103","Level 1",2.96827249764436,0.003,0.0109644670050761,6,-23,0,23,0,"1.58147868182914","0.13265306122449","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Holophaga","Unidentified",14,0.0166656272375846,0.576723998107878,0.576723998107879,0.198606271777003,0.435540069686411
"Bac_00104","Bac_00104","Level 1",-1.38970858902699,0.812,1,8,-25,0,25,0,"1.32461605314785","0","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Unidentified","Unidentified","Unidentified",7,0.0021037086898729,0.116650081003496,0.116650081003496,0.10801393728223,0.348432055749129
"Bac_00105","Bac_00105","Level 1",7.85659612142761,0,0,2,-10,0,10,0,"-0.435358800425905","0.5","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Unidentified",6,0.0106274577704408,0.0552274122207234,0.0552274122207218,0.121951219512195,0.365853658536585
"Bac_00106","Bac_00106","Level 1",3.00017685232747,0.004,0.0144723618090452,2,0,0,0,0,"-1.35729508368076","0","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Unidentified",1,0,0.0339077352987709,0.0339077352987705,0.0731707317073171,0.254355400696864
"Bac_00107","Bac_00107","Level 1",2.39913185094701,0.061,0.15741935483871,6,-210,0,211,0,"-0.180469038767289","0","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unidentified","Unidentified","Unidentified",6,0.00163695527408956,0.321202621429993,0.321202621429993,0.121951219512195,0.369337979094077
"Bac_00108","Bac_00108","Level 1",-1.01657616441466,1.506,1,2,0,0,0,0,"-0.742670894844191","0.375","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","Unidentified","Unidentified","Unidentified",4,0.000483587971271405,0.0831072968714463,0.0831072968714456,0.111498257839721,0.355400696864112
"Bac_00109","Bac_00109","Level 1",3.2178285604812,0.005,0.0178217821782178,2,-50,0,50,0,"-0.128046706007619","0.448979591836735","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Unidentified","Unidentified","Unidentified",7,0.00910626882049108,0.0618443158731789,0.0618443158731783,0.114982578397213,0.428571428571429
"Bac_00110","Bac_00110","Level 1",0.781744462669799,2.12,1,2,-98,0,100,0,"-0.742670894844191","0.56","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unidentified",5,0.00289221752091882,0.116576488490315,0.116576488490314,0.128919860627178,0.393728222996516
"Bac_00111","Bac_00111","Level 1",0.965532717610705,1.718,1,6,-55,0,56,0,"-0.180469038767289","0.244897959183674","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","Unidentified","Unidentified",7,0.0171478679392876,0.330148258847948,0.330148258847948,0.149825783972125,0.463414634146341
"Bac_00112","Bac_00112","Level 1",-0.764949193659757,2.173,1,7,-27,0,27,0,"-0.289404816401862","0.567901234567901","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unidentified",9,0.00676748224741225,0.118180624859983,0.118180624859976,0.153310104529617,0.379790940766551
"Bac_00113","Bac_00113","Level 1",0.926287572921808,1.733,1,4,-3,0,3,0,"-0.477082810872417","0.444444444444444","Bacteria","Chloroflexi","KD4-96","Unidentified","Unidentified","Unidentified","Unidentified",3,0.000762121107490966,0.0261927390060001,0.0261927390059988,0.0731707317073171,0.264808362369338
"Bac_00114","Bac_00114","Level 1",-0.918083988624549,1.778,1,7,-14,0,14,0,"-0.773327624155795","0.48","Bacteria","Chloroflexi","Dehalococcoidia","S085","Unidentified","Unidentified","Unidentified",5,0.00667780739833901,0.044828866159589,0.0448288661595855,0.13588850174216,0.365853658536585
"Bac_00115","Bac_00115","Level 1",-7.12437112105414,0,0,7,-8,0,8,0,"-0.531366220278829","0.5","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Unidentified",6,0.00622255830252466,0.0407498056157422,0.040749805615739,0.121951219512195,0.344947735191638
"Bac_00116","Bac_00116","Level 1",7.97970439477614,0,0,1,-351,0,357,0,"2.64729916781144","0.13265306122449","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Unidentified",14,0.0324493560458176,0.109983981575765,0.109983981575765,0.170731707317073,0.470383275261324
"Bac_00117","Bac_00117","Level 1",1.67515389112,0.446,0.827628865979381,6,-151,0,153,0,"1.32977186460108","0.244897959183674","Bacteria","Chloroflexi","Gitt-GS-136","Unidentified","Unidentified","Unidentified","Unidentified",14,0.0304372056542618,0.633893813714803,0.633893813714803,0.212543554006969,0.501742160278746
"Bac_00119","Bac_00119","Level 1",-4.26881431181303,0,0,6,-139,0,141,0,"-0.683882673223411","0.5","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Unidentified","Unidentified","Unidentified",6,0.0292799484724447,0.215314936457042,0.215314936457042,0.149825783972125,0.449477351916376
"Bac_00121","Bac_00121","Level 1",2.08850928931873,0.162,0.361114551083591,2,0,0,0,0,"-1.35729508368076","0.5","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unidentified",2,0.00153495161240392,0.0719866960412472,0.071986696041247,0.0696864111498258,0.29616724738676
"Bac_00123","Bac_00123","Level 1",-2.89078149735393,0.016,0.0497624190064795,7,-66,0,66,0,"1.16236360685994","0","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",11,0.0182791188361237,0.123518814610908,0.123518814610898,0.177700348432056,0.400696864111498
"Bac_00124","Bac_00124","Level 1",1.85538758271595,0.285,0.582954545454545,6,0,0,0,0,"-0.683882673223411","0","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",4,0.00107562944269614,0.230384570914343,0.230384570914344,0.13588850174216,0.383275261324042
"Bac_00125","Bac_00125","Level 1",4.68373572361635,0,0,10,0,0,0,0,"-1.05089714851356","0","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unidentified",2,0,0.0102706284852664,0.0102706284852662,0.0348432055749129,0.149825783972125
"Bac_00126","Bac_00126","Level 1",1.17372743100139,1.18,1,2,0,0,0,0,"-0.435358800425905","0.444444444444444","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unidentified",6,0.0065244122606798,0.0692449809522453,0.0692449809522443,0.139372822299652,0.442508710801394
"Bac_00127","Bac_00127","Level 1",-2.55781513630796,0.064,0.16427807486631,7,-1,0,1,0,"-0.531366220278829","0","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Unidentified","Unidentified",4,0.000188564459583782,0.0506955717613108,0.0506955717613064,0.111498257839721,0.299651567944251
"Bac_00129","Bac_00129","Level 1",2.04378249469608,0.194,0.422632375189107,7,0,0,0,0,"0.194517991352071","0","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unidentified",7,0.00196167979431314,0.0743324383730531,0.0743324383730474,0.104529616724739,0.275261324041812
"Bac_00130","Bac_00130","Level 1",5.25119850804446,0,0,1,0,0,0,0,"-1.54183358125282","0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unidentified",1,0,0.00389824671740807,0.00389824671740804,0.0278745644599303,0.146341463414634
"Bac_00131","Bac_00131","Level 1",-0.0706802312546304,4.584,1,6,0,0,0,0,"-1.43900312490759","0","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","Unidentified",1,0,0.0239812753996428,0.0239812753996428,0.0313588850174216,0.146341463414634
"Bac_00134","Bac_00134","Level 1",5.68326029874727,0,0,10,-230,0,239,0,"0.630538289108135","0.408163265306122","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","Unidentified","Unidentified",7,0.00477355174387285,0.0362295313694415,0.036229531369441,0.0940766550522648,0.278745644599303
"Bac_00135","Bac_00135","Level 1",-1.74100507593318,0.422,0.799370078740157,7,-48,0,48,0,"0.678440799106005","0","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Unidentified",9,0.00807525039230365,0.10528480701309,0.105284807013082,0.167247386759582,0.337979094076655
"Bac_00137","Bac_00137","Level 1",6.63461393458506,0,0,1,-22,0,22,0,"1.25092158479002","0","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","Unidentified",9,0.00575928773386423,0.066695084334248,0.0666950843342474,0.149825783972125,0.372822299651568
"Bac_00140","Bac_00140","Level 1",-0.353359369439839,3.572,1,8,0,0,0,0,"-0.804231175125478","0.444444444444444","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Unidentified","Unidentified","Unidentified",3,0.000678915652868582,0.0435146603866246,0.0435146603866244,0.10801393728223,0.355400696864112
"Bac_00141","Bac_00141","Level 1",-0.795856679235123,2.11,1,7,0,0,0,0,"-0.0474434125248955","0","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",6,0.000488159827606479,0.0807198080959585,0.0807198080959518,0.118466898954704,0.278745644599303
"Bac_00143","Bac_00143","Level 1",4.47833644416175,0,0,7,0,0,0,0,"-1.25725043190973","0","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Unidentified","Unidentified","Unidentified",1,0,0.0148760726915864,0.0148760726915852,0.0487804878048781,0.132404181184669
"Bac_00144","Bac_00144","Level 1",-0.827512278330664,2.003,1,1,0,0,0,0,"-1.54183358125282","0","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia","Unidentified",1,0,0.0136596731477187,0.0136596731477187,0.0487804878048781,0.195121951219512
"Bac_00145","Bac_00145","Level 1",3.70517783219784,0,0,9,-98,0,99,0,"-0.526986039392208","0.375","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","Unidentified",4,0.00725966434309699,0.013181807202351,0.0131818072023507,0.0662020905923345,0.29616724738676
"Bac_00146","Bac_00146","Level 1",-7.26836019853766,0,0,3,-49,0,49,0,"-0.210818510677892","0.56","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Unidentified",5,0.00779739674794021,0.0368702896911839,0.0368702896911832,0.0905923344947735,0.317073170731707
"Bac_00148","Bac_00148","Level 1",-2.26882089769412,0.109,0.259438016528926,10,-26,0,26,0,"-0.490418669306327","0.5","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unidentified",6,0.00136708192891836,0.0268465248409414,0.0268465248409399,0.104529616724739,0.271777003484321
"Bac_00149","Bac_00149","Level 1",1.42775239828131,0.749,1,4,-5,0,5,0,"-0.477082810872417","0.444444444444444","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unidentified","Unidentified",3,0.00193712888073671,0.027490490223821,0.0274904902238188,0.0975609756097561,0.306620209059233
"Bac_00151","Bac_00151","Level 1",0.58909276371911,2.718,1,9,-82,0,83,0,"-1.14180308534978","0.625","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unidentified",4,0.00930978381075478,0.05750600853899,0.0575060085389896,0.0836236933797909,0.35191637630662
"Bac_00152","Bac_00152","Level 1",7.11548804905123,0,0,9,-14,0,14,0,"1.31746509848052","0","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","Unidentified",6,0.00534483715483373,0.0326347872798774,0.0326347872798766,0.121951219512195,0.407665505226481
"Bac_00153","Bac_00153","Level 1",-4.17327953111887,0,0,7,-61,0,61,0,"0.436479395229038","0","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unidentified",8,0.0103723882713724,0.112892914163711,0.112892914163702,0.174216027874564,0.386759581881533
"Bac_00154","Bac_00154","Level 1",-2.92642116839694,0.015,0.0469565217391304,7,-321,0,331,0,"1.88824781849084","0.304498269896194","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Unidentified","Unidentified","Unidentified",17,0.0491666007816812,0.168288887327153,0.16828888732714,0.233449477351916,0.515679442508711
"Bac_00155","Bac_00155","Level 1",5.14493016134271,0,0,2,-406,0,414,0,"0.179265388410667","0.444444444444444","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unidentified","Unidentified",9,0.0130755836715729,0.122780744491892,0.122780744491888,0.167247386759582,0.442508710801394
"Bac_00156","Bac_00156","Level 1",1.69338756369303,0.436,0.812212160413971,2,-100,0,103,0,"-0.742670894844191","0.375","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unidentified",4,0.000267913338430853,0.114557093816205,0.114557093816204,0.101045296167247,0.327526132404181
"Bac_00158","Bac_00158","Level 1",5.59205701094205,0,0,9,-94,0,94,0,"0.0878310065653679","0.59375","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unidentified",8,0.0136731752914956,0.072169859060954,0.0721698590609534,0.156794425087108,0.45993031358885
"Bac_00159","Bac_00159","Level 1",-3.57623505062538,0,0,3,0,0,0,0,"-0.210818510677892","0.48","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unidentified",5,0.000612778400565855,0.0134280555596404,0.0134280555596398,0.0731707317073171,0.219512195121951
"Bac_00160","Bac_00160","Level 1",1.16972841308179,1.057,1,6,-13,0,13,0,"3.34342640242556","0","Bacteria","Chloroflexi","Ktedonobacteria","C0119","Unidentified","Unidentified","Unidentified",20,0.0202595761788375,1,1,0.202090592334495,0.439024390243902
"Bac_00161","Bac_00161","Level 1",5.06812454598182,0,0,2,-63,0,63,0,"-0.742670894844191","0.56","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","Unidentified","Unidentified",5,0.0141811498123513,0.0622292081152491,0.0622292081152483,0.149825783972125,0.522648083623693
"Bac_00162","Bac_00162","Level 1",1.13352459936362,1.254,1,8,-18,0,18,0,"-0.378461729470813","0.611111111111111","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",6,0.00589068900600667,0.172017354393006,0.172017354393006,0.132404181184669,0.344947735191638
"Bac_00168","Bac_00168","Level 1",-2.6542903058001,0.039,0.108208092485549,7,-34,0,34,0,"-0.531366220278829","0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unidentified","Unidentified",4,0.00156224141383297,0.0471332945499713,0.0471332945499671,0.111498257839721,0.29616724738676
"Bac_00169","Bac_00169","Level 1",6.16347202323879,0,0,2,-213,0,221,0,"1.10120167166552","0.18","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",10,0.0068436239049702,0.183307165485057,0.183307165485056,0.149825783972125,0.397212543554007
"Bac_00171","Bac_00171","Level 1",-0.358801005347504,3.471,1,2,-8,0,8,0,"-0.435358800425905","0.571428571428571","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","Unidentified",7,0.0173026546551219,0.046674099026131,0.04667409902613,0.132404181184669,0.383275261324042
"Bac_00172","Bac_00172","Level 1",4.75929977783742,0,0,1,0,0,0,0,"-1.19273918549746","0","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Hamadaea","Unidentified",2,0,0.018324178276947,0.0183241782769469,0.0522648083623693,0.195121951219512
"Bac_00173","Bac_00173","Level 1",6.90260909848196,0,0,1,-34,0,36,0,"1.94911037630073","0.152777777777778","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","Unidentified",12,0.0300932878645693,0.100505962320732,0.100505962320731,0.160278745644599,0.466898954703833
"Bac_00175","Bac_00175","Level 1",-1.77038258510505,0.398,0.763027888446215,8,-6,0,6,0,"-0.378461729470813","0.48","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","Unidentified",5,0.00661778538731228,0.0775300836751443,0.077530083675144,0.111498257839721,0.383275261324042
"Bac_00178","Bac_00178","Level 1",1.29711281486169,0.944,1,7,-12,0,12,0,"-0.773327624155795","0","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Unidentified","Unidentified",3,0.00691990935893375,0.0168493124133147,0.016849312413313,0.0592334494773519,0.181184668989547
"Bac_00179","Bac_00179","Level 1",1.58693140333799,0.567,1,2,-393,0,404,0,"3.8670105214301","0.258503401360544","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","Unidentified","Unidentified","Unidentified",21,0.0595494619866942,0.323659039618603,0.323659039618599,0.254355400696864,0.54006968641115
