Sample.ID	accession_number	sampling_date	Year	Month	dsday	experimental_purpose	latitude_north	longitude_east	site	origin	soil_groups	land_use	soil_texture	pH_dry_soil	EC_electric_conductivity	Total_C	Total_N	soil_biomass	available_P	nitrogen_mineralization_rates	soil_respiration_activity	soil_moisture_content	cation_exchange_capacity_CEC	crop	planting_density	rate_of_organic_fertilizer_application	rate_of_chemical_fertilizer_applicationN	rate_of_chemical_fertilizer_applicationP	rate_of_chemical_fertilizer_applicationK	former_crop	seeding_or_transplanting	seeding_or_transplanting_date	DSI	DiseasePlant	nematodae	yield	PlantWeight	leafWeight	seedWeight
S_00531	000596-2_	2008/3/17	2008	3	17	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.26	0.058	2.080597	0.223741	446.76	43.69	NA	NA	NA	NA	Komatsuna	NA	17.25	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	19.88	NA	NA
S_00530	000602-2_	2008/3/17	2008	3	17	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.63	0.073	2.18	0.23	427.4	102.21	NA	NA	NA	NA	Komatsuna	NA	12.7	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	6.94	NA	NA
S_00529	000597-2_	2008/3/17	2008	3	17	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.55	0.054	1.43	0.17	348.9	50.73	NA	NA	NA	NA	Komatsuna	NA	NA	15	9.375	13.125	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	77.92	NA	NA
S_00544	000607-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	7.02	0.123	1.73	0.21	448.9	234.16	NA	NA	NA	NA	Komatsuna	NA	7.18	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	21.86	NA	NA
S_00543	000608-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.76	0.037	1.476	0.177	696.97	32.5	NA	NA	NA	NA	Komatsuna	NA	NA	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	9.53	NA	NA
S_00542	000609-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.42	0.082	2.488	0.264	804.96	121.57	NA	NA	NA	NA	Komatsuna	NA	12.7	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	2.1	NA	NA
S_00541	000610-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	7.02	0.122	1.878	0.224	793.59	348	NA	NA	NA	NA	Komatsuna	NA	7.18	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	6.52	NA	NA
S_00540	000607-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.92	0.087	2.357	0.242	844.34	34.95	NA	NA	NA	NA	Komatsuna	NA	17.25	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	166.57	NA	NA
S_00539	000612-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.64	0.043	1.526	0.183	703.46	24.01	NA	NA	NA	NA	Komatsuna	NA	NA	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	1	NA	NA
S_00538	000612-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.92	0.122	1.894	0.227	780.81	164.46	NA	NA	NA	NA	Komatsuna	NA	4.2	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	20.51	NA	NA
S_00537	000614-1*	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.24	0.103	1.707	0.209	747.21	237.99	NA	NA	NA	NA	Komatsuna	NA	4.2	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	18.41	NA	NA
S_00552	000610-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.2	0.057	1.444	0.164	603.91	72.09	NA	NA	NA	NA	Komatsuna	NA	NA	15	9.375	13.125	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	78.28	NA	NA
S_00551	000608-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.49	0.067	2.270767	0.239717	710.52	41.25	NA	NA	NA	NA	Komatsuna	NA	17.25	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	19.88	NA	NA
S_00550	000614-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.63	0.086	2.42	0.24	733	111.03	NA	NA	NA	NA	Komatsuna	NA	12.7	NA	NA	NA	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	6.94	NA	NA
S_00549	000609-2_	2008/5/26	2008	5	26	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.29	0.053	1.46	0.17	658.3	48.79	NA	NA	NA	NA	Komatsuna	NA	NA	15	9.375	13.125	Komatsuna	seeding	2008/4/16	NA	NA	NA	NA	77.92	NA	NA
S_00548	000619-1*	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	7.23	0.134	1.7	0.21	766.1	202.45	NA	NA	NA	NA	Komatsuna	NA	7.18	NA	NA	NA	Spinach	seeding	2008/5/2	NA	NA	NA	NA	21.86	NA	NA
S_00547	000620-1*	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.22	0.372	1.439	0.165	981.57	162.13	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/5/2	NA	NA	NA	NA	13.73	NA	NA
S_00546	000621-0*	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.53	0.614	1.512	0.197	1074.49	243.45	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/5/2	NA	NA	NA	NA	10.32	NA	NA
S_00545	000622-0*	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.57	0.335	1.503	0.202	939.5	124.75	NA	NA	NA	NA	Spinach	NA	NA	10	10	10	Spinach	seeding	2008/5/2	NA	NA	NA	NA	13.21	NA	NA
S_00560	000619-2_	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.09	0.536	1.492	0.21	1028.98	208.98	NA	NA	NA	NA	Spinach	NA	NA	20	20	20	Spinach	seeding	2008/5/2	NA	NA	NA	NA	22.6	NA	NA
S_00559	000620-2_	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.28	0.344	1.482	0.179	1006.38	184.41	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/5/2	NA	NA	NA	NA	16.45	NA	NA
S_00558	000620-3_	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.25	0.643	1.428	0.193	1029	285.78	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/5/2	NA	NA	NA	NA	9.91	NA	NA
S_00557	000619-3_	2008/6/10	2008	6	10	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.42	0.688	1.461	0.197	951.27	291.18	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/5/2	NA	NA	NA	NA	6.35	NA	NA
S_00556	000627-1*	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.86	0.412	1.384	0.181	998.66	207.75	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/6/11	NA	NA	NA	NA	17.06	NA	NA
S_00555	000628-1*	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	7.25	0.417	1.467	0.228	710.31	132.11	NA	NA	NA	NA	Spinach	NA	NA	5	3.125	4.375	Spinach	seeding	2008/6/11	NA	NA	NA	NA	22.04	NA	NA
S_00554	000629-0*	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.58	0.711	1.481	0.266	782.27	223.76	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/6/11	NA	NA	NA	NA	22.65	NA	NA
S_00553	000630-0*	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	7.45	0.287	1.432	0.255	750.7	129.21	NA	NA	NA	NA	Spinach	NA	NA	5	5	5	Spinach	seeding	2008/6/11	NA	NA	NA	NA	29.97	NA	NA
S_00568	000627-2_	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.95	0.545	1.463	0.292	808.66	230.2	NA	NA	NA	NA	Spinach	NA	NA	10	10	10	Spinach	seeding	2008/6/11	NA	NA	NA	NA	38.84	NA	NA
S_00567	000628-2_	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	7.27	0.289	1.455	0.252	744.86	133.01	NA	NA	NA	NA	Spinach	NA	NA	5	3.125	4.375	Spinach	seeding	2008/6/11	NA	NA	NA	NA	26.31	NA	NA
S_00566	000628-3_	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.3	0.651	1.397	0.276	732.31	242.23	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/6/11	NA	NA	NA	NA	8.4	NA	NA
S_00565	000627-3_	2008/7/23	2008	7	23	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.4	0.491	1.437	0.279	746.25	235.92	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/6/11	NA	NA	NA	NA	13.22	NA	NA
S_00564	000635-1*	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.7	0.391	1.549	0.332	727.59	177.25	NA	NA	NA	NA	Spinach	NA	NA	5	3.125	4.375	Spinach	seeding	2008/7/24	NA	NA	NA	NA	24.66	NA	NA
S_00563	000636-1*	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.4	0.353	1.445	0.183	1015.26	157.77	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/7/24	NA	NA	NA	NA	17.7	NA	NA
S_00562	000637-0*	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.77	0.415	1.488	0.189	979.56	283.5	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/7/24	NA	NA	NA	NA	15.1	NA	NA
S_00561	000638-0*	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.64	0.321	1.443	0.187	1047.2	129.13	NA	NA	NA	NA	Spinach	NA	NA	10	10	10	Spinach	seeding	2008/7/24	NA	NA	NA	NA	15.84	NA	NA
S_00576	000635-2_	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.38	0.409	1.49	0.25	1131.45	207.5	NA	NA	NA	NA	Spinach	NA	NA	20	20	20	Spinach	seeding	2008/7/24	NA	NA	NA	NA	19.09	NA	NA
S_00575	000636-2_	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	6.44	0.297	1.461	0.192	1101.24	196.29	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Spinach	seeding	2008/7/24	NA	NA	NA	NA	9.73	NA	NA
S_00574	000636-3_	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.82	0.472	1.474	0.2	1103.42	243.5	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/7/24	NA	NA	NA	NA	5.45	NA	NA
S_00573	000635-3_	2008/9/4	2008	9	4	Continuous_cropping_test_of_spinach	37.42.39	140.23.25	Fukushima	non-rhizosphere	Andosols	upland	NA	5.59	0.391	1.5	0.191	1063.19	300.5	NA	NA	NA	NA	Spinach	NA	NA	20	12.5	17.5	Spinach	seeding	2008/7/24	NA	NA	NA	NA	4.3	NA	NA
S_00572	000643-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.32	0.33	1.434	0.173	1015.29	180.34	NA	NA	NA	NA	Spinach	NA	NA	10	6.25	8.75	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	8.91	NA	NA
S_00571	000644-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.63	0.038	1.459	0.172	1098.23	19.12	NA	NA	NA	NA	Komatsuna	NA	NA	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	1.56	NA	NA
S_00570	000645-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.44	0.075	2.282	0.254	1199.77	100.5	NA	NA	NA	NA	Komatsuna	NA	12.93	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	14.1	NA	NA
S_00569	000646-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	7.01	0.103	1.838	0.23	1226.16	289.11	NA	NA	NA	NA	Komatsuna	NA	8.25	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	17.17	NA	NA
S_00584	000643-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.76	0.075	2.21	0.252	1294.83	29.46	NA	NA	NA	NA	Komatsuna	NA	19.74	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	11.76	NA	NA
S_00583	000648-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.51	0.043	1.525	0.192	1071.34	11.65	NA	NA	NA	NA	Komatsuna	NA	NA	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	1.2	NA	NA
S_00582	000648-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.13	0.084	1.661	0.208	1181.57	283.82	NA	NA	NA	NA	Komatsuna	NA	4.06	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	21.43	NA	NA
S_00581	000650-1*	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.13	0.084	1.661	0.208	1181.57	283.82	NA	NA	NA	NA	Komatsuna	NA	4.06	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	21.43	NA	NA
S_00580	000646-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.21	0.049	1.465	0.175	1069.92	62.62	NA	NA	NA	NA	Komatsuna	NA	NA	15	9.375	13.125	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	0.06	NA	NA
S_00579	000644-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.28	0.063	2.136	0.237	1399	32.92	NA	NA	NA	NA	Komatsuna	NA	19.74	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	14.26	NA	NA
S_00578	000650-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	6.52	0.083	2.325	0.261	1217.5	93.93	NA	NA	NA	NA	Komatsuna	NA	12.93	NA	NA	NA	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	16	NA	NA
S_00577	000645-2_	2008/8/27	2008	8	27	Organic_matters_continuous_use_test	37.42.37	140.23.29	Fukushima	non-rhizosphere	Andosols	upland	NA	5.22	0.051	1.451	0.174	1177.4	38.59	NA	NA	NA	NA	Komatsuna	NA	NA	15	9.375	13.125	Komatsuna	seeding	2008/9/16	NA	NA	NA	NA	23.89	NA	NA
S_00592	000655-1*	2008/7/22	2008	7	22	An_investigation_into_microbial_community_of_the_soils_before_and_after_the_soil_sterilization	36.35.07	138.13.15	Nagano_City	non-rhizosphere	Andosols	upland	NA	7.1	0.11	1.748	0.218	1350.3	186.27	NA	NA	NA	NA	Komatsuna	NA	8.25	NA	NA	NA	Tomato	transplanting	NA	NA	NA	NA	NA	24.93	NA	NA
S_00609	000685-2_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6	0.1	32.39	2.91	39.4	76.1	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00624	000685-3_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6	0.1	34.77	3.12	81.6	49.8	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00623	000688-1_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6	0.1	33.47	3	89.7	63	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00622	000688-2*	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6.3	0.1	30.14	2.97	136	76	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00621	000688-3_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6.2	0.1	35.11	3.32	181	56.4	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00620	000691-1_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6.3	0.1	32.68	3.25	237	106.9	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00619	000691-2_	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	5.8	0.1	30.12	3.61	159	67.6	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00618	000691-3*	2006/8/25	2006	8	25	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	5.8	0.1	41.14	4.04	208	37.3	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Sweet_corn	seeding	2006/9/11	NA	NA	NA	NA	NA	NA	NA
S_00617	000694-1*	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	5.7	0.1	36.71	3.82	174	58.1	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00632	000694-2_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6.1	0.1	3.32	0.29	115	423	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00631	000694-3_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	5.8	0.1	3.23	0.28	185	450	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00630	000697-1_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	NA	6	0	3.14	0.27	170	508	NA	NA	NA	NA	Radish	20	NA	20.1	15	15	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00629	000697-2*	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	6	0.1	3.27	0.31	178	941	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00628	000697-3_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	NA	6.1	0.1	3.67	0.33	238	733	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00627	000700-1_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	NA	6.2	0.1	3.68	0.34	177	811	NA	NA	NA	NA	Radish	20	8	14.9	0	0	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00626	000700-2_	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	SiL	5.9	0.1	3.84	0.4	252	610	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00625	000700-3*	2007/11/28	2007	11	28	Effects_of_different_compost_amendment_against_loot-lesion_nematodes	35.21.04	139.16.53	"Kanagawa_pref._agriculture_center,_before_transplanting"	non-rhizosphere	Andosols	upland	NA	5.9	0.1	3.92	0.39	208	776	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Sweet_corn	seeding	2007/9/14	NA	NA	NA	NA	NA	NA	NA
S_00640	000703-1.3*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	NA	5.6	0.1	3.28	0.31	177	1094	NA	NA	NA	NA	Radish	20	3	13.5	13	9.3	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00639	000704-1.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.5	NA	4.38	0.34	118.7	273	NA	NA	32.4	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00638	000705-1.1*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.7	NA	4.82	0.39	178.8	326	NA	NA	32.8	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00637	000703-2.3_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.9	NA	4.85	0.39	210.2	658	NA	NA	32.5	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
