Sample.ID	accession_number	sampling_date	Year	Month	dsday	experimental_purpose	latitude_north	longitude_east	site	origin	soil_groups	land_use	soil_texture	pH_dry_soil	EC_electric_conductivity	Total_C	Total_N	soil_biomass	available_P	nitrogen_mineralization_rates	soil_respiration_activity	soil_moisture_content	cation_exchange_capacity_CEC	crop	planting_density	rate_of_organic_fertilizer_application	rate_of_chemical_fertilizer_applicationN	rate_of_chemical_fertilizer_applicationP	rate_of_chemical_fertilizer_applicationK	former_crop	seeding_or_transplanting	seeding_or_transplanting_date	DSI	DiseasePlant	nematodae	yield	PlantWeight	leafWeight	seedWeight
S_00636	000704-2.1_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.3	NA	4.72	0.36	181.3	327	NA	NA	32	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00635	000705-2.3_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.3	NA	4.95	0.4	142.9	333	NA	NA	32.6	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00634	000709-1.1*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	SL	5.6	NA	4.9	0.4	200.3	629	NA	NA	31.9	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00633	000710-1.2_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.4	NA	1.21	0.1	67.3	649	NA	NA	15.4	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00648	000711-1.1_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.4	NA	1.63	0.14	107	726	NA	NA	16.2	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00647	000709-2.2_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.9	NA	1.48	0.13	119.1	1198	NA	NA	16.3	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00646	000710-2.1*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.2	NA	1.25	0.11	65.9	660	NA	NA	15.4	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00645	000711-2.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.3	NA	1.7	0.14	96.2	704	NA	NA	16.4	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00644	000715-1.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Yellow_soils	upland	CL	5.4	NA	1.53	0.14	132	998	NA	NA	16.7	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00643	000716-1.3*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Upland_soils	upland	L	5.7	NA	1.17	0.1	63.1	600	NA	NA	20.6	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00642	000717-1.1_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Lowland_soils	upland	L	5.8	NA	1.55	0.14	180.1	725	NA	NA	21.9	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00641	000715-2.2_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Lowland_soils	upland	L	6	NA	1.45	0.14	176	1140	NA	NA	21	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00656	000716-2.2_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Upland_soils	upland	L	5.6	NA	1.19	0.1	126.5	604	NA	NA	20.2	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00655	000717-2.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Upland_soils	upland	L	5.5	NA	1.47	0.13	148.9	654	NA	NA	21.7	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00654	000721-1.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Grey_Upland_soils	upland	L	5.8	NA	1.53	0.15	216.2	1195	NA	NA	22.1	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00653	000722-1.3_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	L	6.2	NA	3.26	0.26	215.6	281	NA	NA	33.9	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00652	000723-1.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	L	6.2	NA	3.82	0.32	288.2	363	NA	NA	34.7	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00651	000721-2.1_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	L	6.6	NA	3.69	0.32	301.9	665	NA	NA	33.9	NA	Sweet_corn	5	5.4	6	NA	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00650	000722-2.2*	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	L	5.6	NA	3.42	0.28	250.7	238	NA	NA	33.7	NA	Sweet_corn	5	NA	15	15	15	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00649	000723-2.2_	2006/5/16	2006	5	16	Effect_of_soil_type_and_organic_matter_application_on_soil_microbial_community	36.01.40	140.06.01	"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)"	non-rhizosphere	Andosols	upland	L	5.8	NA	3.68	0.31	301.5	292	NA	NA	33.7	NA	Sweet_corn	5	8.5	10.5	5.9	NA	Carrot	seeding	2006/5/30	NA	NA	NA	NA	NA	NA	NA
S_00664	000727-1.1*	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Andosols	upland	L	5.8	NA	3.77	0.33	331.1	555	NA	NA	34	NA	Sweet_corn	5	5.4	6	NA	NA	Spinach	seeding	2008/4/15	NA	NA	NA	NA	NA	NA	NA
S_00663	000727-1.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.3	1.671	0.115	246	439.91	NA	NA	11.54	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27	NA	NA
S_00662	000727-2.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.3	1.671	0.115	246	439.91	NA	NA	11.54	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27	NA	NA
S_00661	000727-2.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.9	0.08	1.759	0.109	364.3	519.04	NA	NA	13.23	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	22.9	NA	NA
S_00660	000727-3.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.9	0.08	1.759	0.109	364.3	519.04	NA	NA	13.23	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	22.9	NA	NA
S_00659	000727-3.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.6	0.2	1.831	0.12	381.8	543.46	NA	NA	11.2	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	28.4	NA	NA
S_00658	000733-1.1*	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.6	0.2	1.831	0.12	381.8	543.46	NA	NA	11.2	NA	Spinach	NA	NA	10	40	25	Spinach	seeding	2008/4/15	NA	NA	NA	NA	28.4	NA	NA
S_00657	000733-1.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.349	1.7	0.114	237.6	776.6	NA	NA	12.77	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	32	NA	NA
S_00672	000733-2.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.4	0.349	1.7	0.114	237.6	776.6	NA	NA	12.77	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	32	NA	NA
S_00671	000733-2.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.5	0.197	1.877	0.113	255	786.02	NA	NA	13.48122867	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	31.9	NA	NA
S_00670	000733-3.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.5	0.197	1.877	0.113	255	786.02	NA	NA	13.5	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	31.9	NA	NA
S_00669	000733-3.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.2	0.27	1.761	0.114	224.6	733.02	NA	NA	11.9	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27.7	NA	NA
S_00668	000739-1.1*	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	6.2	0.27	1.761	0.114	224.6	733.02	NA	NA	11.9	NA	Spinach	NA	NA	20	80	50	Spinach	seeding	2008/4/15	NA	NA	NA	NA	27.7	NA	NA
S_00667	000739-1.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	1.4	1.78	0.12	354.1	1839	NA	NA	13.4	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	26.3	NA	NA
S_00666	000739-2.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	1.4	1.7849925	0.1248515	354.1	1839.002154	NA	NA	13.42943854	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	26.3	NA	NA
S_00665	000739-2.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	0.7	1.619605	0.1105125	320.9	1656.06281	NA	NA	12.70718232	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	24	NA	NA
S_00680	000739-3.1_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.8	0.7	1.619605	0.1105125	320.9	1656.06281	NA	NA	12.70718232	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	24	NA	NA
S_00679	000739-3.2_	2008/5/14	2008	5	14	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.7	0.9	2.0292195	0.128673	377.2	1722.654778	NA	NA	13.41463415	NA	Spinach	NA	NA	40	200	150	Spinach	seeding	2008/4/15	NA	NA	NA	NA	21.4	NA	NA
S_00678	000745-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	upland	SiCL	5.7	0.9	2.0292195	0.128673	377.2	1722.654778	NA	NA	13.41463415	NA	Spinach	NA	NA	40	200	150	Soybean	transplanting	2007/11/8	NA	NA	NA	NA	21.4	NA	NA
S_00677	000746-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7.3	0.117	2.961	0.288	391.24	1130.17	NA	NA	23.77	NA	Onion	NA	4.98	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.735	NA	NA	NA
S_00676	000747-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7.3	0.081	1.692	0.168	242.15	633.26	NA	NA	17.55	NA	Onion	NA	1.66	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.282	NA	NA	NA
S_00675	000748-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	7	0.05	1.038	0.12	168.79	488.71	NA	NA	15.04	NA	Onion	NA	0.83	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.262	NA	NA	NA
S_00674	000749-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.52	0.12	3.125	0.347	269.76	3721.15	NA	NA	22.48	NA	Onion	NA	2.34	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.614	NA	NA	NA
S_00673	000750-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.72	0.069	1.032	0.125	137.63	1737.52	NA	NA	16.3	NA	Onion	NA	0.78	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.348	NA	NA	NA
S_00688	000751-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.63	0.049	1.3	0.153	98.45	1073.25	NA	NA	13.84	NA	Onion	NA	0.39	NA	NA	NA	Soybean	transplanting	2007/11/8	NA	NA	NA	0.239	NA	NA	NA
S_00687	000752-0.1*	2008/6/9	2008	6	9	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	4.95	0.052	0.603	0.08	471.35	434.26	NA	NA	14.69	NA	Onion	NA	NA	18	18	18	Soybean	transplanting	2007/11/8	NA	NA	NA	0.331	NA	NA	NA
S_00686	000753-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.99	0.031	0.863	0.11	73.08	358.84	NA	NA	17.05	NA	Onion	NA	NA	18	18	18	Onion	transplanting	2008/6/27	NA	NA	NA	0.217	NA	NA	NA
S_00685	000754-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.25	0.314	3.01	0.308	201.49	1248.82	NA	NA	21.27	NA	Soybean	NA	6.41	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	38.01	NA	NA	NA
S_00684	000755-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.3	0.117	1.439	0.159	127.3	692.34	NA	NA	15.79	NA	Soybean	NA	2.14	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	29.01	NA	NA	NA
S_00683	000756-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	6.2	0.074	1.04	0.122	140.94	587.97	NA	NA	13.73	NA	Soybean	NA	1.06	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	45.72	NA	NA	NA
S_00682	000757-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.65	0.297	2.843	0.332	292.9	3208.66	NA	NA	18.65	NA	Soybean	NA	2.79	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	35.79	NA	NA	NA
S_00681	000758-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.75	0.112	1.295	0.159	214.39	1529.17	NA	NA	15.84	NA	Soybean	NA	0.93	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	4.21	NA	NA	NA
S_00696	000759-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_spinach_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	5.7	0.076	0.927	0.118	168.74	940.7	NA	NA	13.27	NA	Soybean	NA	0.46	NA	NA	NA	Onion	transplanting	2008/6/27	NA	NA	NA	53.22	NA	NA	NA
S_00695	000760-0.1*	2008/8/25	2008	8	25	Effects_of_long-term_fertilization_on__soil_microbial_community_structure_and_onion_yields_	35.18.00	135.15.00	"aono,_ayabe,_KYOTO"	non-rhizosphere	Brown_Lowland_soils	Fine_textured_Brown_Lowland_soils	SiCL	4.25	0.205	0.598	0.095	77.3	447.25	NA	NA	12.38	NA	Soybean	NA	NA	18	18	18	Onion	transplanting	2008/6/27	NA	NA	NA	31.55	NA	NA	NA
S_00694	000781-a_	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	5.4	0.17	7.6	0.69	322.5	360.5	NA	NA	34.1	NA	Cabbage	5.94	NA	12	6.4	9.6	Cabbage	transplanting	2008/4/21	NA	NA	NA	6000	NA	NA	NA
S_00693	000781-b*	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_00692	000781-c_	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_00691	000784-a*	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7	0.24	4.39	0.48	255.7	119	NA	NA	39.4	NA	Cabbage	5.55	NA	25	25	25	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_00690	000784-b_	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.2	0.07	3.57	0.35	152.3	26.3	NA	NA	38.6	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
S_00689	000786-a*	2008/4/21	2008	4	21	Effect_of_aplication_of_mixed_manure_of_cattle_and_swine_feces_on_the_contents_of_soil_nutrients_in_cabbage_field	36.00.58	140.06.25	Tsukuba	non-rhizosphere	Andosols	upland	NA	7.2	0.07	3.57	0.35	152.3	26.3	NA	NA	38.6	NA	Cabbage	5.55	NA	NA	NA	NA	Cabbage	transplanting	2008/4/21	NA	NA	NA	NA	NA	NA	NA
